申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物),1,1,,1,0,1,有,住宅大樓(11層含以上有電梯),"650,000",,,,有,1111112,,鹽埕區,府北段五小段,1.98,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,23.43,無建物主要用途資料,鋼筋混凝土造,12,690618,42,十一層;,,,府北路36號11樓之23,鹽埕區,府北段五小段,1460000,486000,
買賣,房地(土地+建物),2,1,,2,1,1,有,華廈(10層含以下有電梯),"620,000",,,,有,1111130,,鹽埕區,大成段,2.93,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,17.8,無建物主要用途資料,鋼筋混凝土造,9,690402,43,六層;,,,五福四路49號6樓之2,鹽埕區,大成段,3620000,652000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,建物,0,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"600,000",,,,有,1110904,,鹽埕區,鹽壽段,,-,無使用分區資料,無土地編定使用地類別資料,50.08,無建物主要用途資料,鋼筋混凝土造,16,750217,37,十層;,,,七賢三路269號10樓之40,鹽埕區,鹽壽段,,592000,0602.地上權房屋
買賣,房地(土地+建物),2,1,,,,,無,華廈(10層含以下有電梯),"470,000",,,,無,1111125,,鹽埕區,鹽國段,3.43,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,18.2,無建物主要用途資料,鋼筋混凝土造,7,680214,44,三層;,,,瀨南街163號三樓之7,鹽埕區,鹽國段,3360000,102000,
買賣,土地,2,0,,,,,有,,"300,000",,,,無,1111005,,鹽埕區,鹽中段,12.41,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鹽中段 854-0 地號,鹽埕區,鹽中段,8540000,,0604.(包含)公共設施保留地(用地)
買賣,土地,3,0,,,,,有,,"250,000",,,,無,1111202,,鹽埕區,大勇段,6.03,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,大勇段 169-2 地號,鹽埕區,大勇段,1690002,,0604.(包含)公共設施保留地(用地)
買賣,房地(土地+建物),4,2,,,,,無,透天厝,"1,318,000,000",,,,無,1110620,土地建物金額分開，土地金額為131600萬，建物金額為200萬元,鼓山區,龍華段一小段,3555,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,1722.22,無建物主要用途資料,見使用執照,1,580203,53,一層;,,,中華一路23號,鼓山區,龍華段一小段,500000,78000,
買賣,房地(土地+建物),1,2,,4,1,4,有,透天厝,"376,910,000",,,,無,1101111,,鼓山區,龍華段九小段,623,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,2122.64,住商用,鋼筋混凝土造,5,851206,25,一層;二層;三層;四層;五層;屋頂突出物;,,,龍德路34巷9號,鼓山區,龍華段九小段,9770000,885000,
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"363,610,000",,,"6,000,000",有,1111026,,鼓山區,龍中段,61.32,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,895.04,見其他登記事項,見其他登記事項,36,1041104,7,一層;二層;,0,38.38,神農路81號,鼓山區,龍中段,270000,6851000,
買賣,土地,4,0,,,,,有,,"295,126,945",,,,無,1110915,,鼓山區,青海段,580.73,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,青海段 378-0 地號,鼓山區,青海段,3780000,,
買賣,土地,1,0,,,,,無,,"291,209,850",,,,無,1101025,,鼓山區,青海段,713.1,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,青海段 628-0 地號,鼓山區,青海段,6280000,,0401.未登記建物
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"145,510,000",,,"6,600,000",有,1111026,,鼓山區,龍中段,29.19,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,424.08,見其他登記事項,見其他登記事項,36,1041104,7,一層;二層;,0,35.64,龍文街77號,鼓山區,龍中段,270000,6971000,
買賣,房地(土地+建物),1,1,,10,4,15,有,透天厝,"138,000,000",,,,無,1111018,,鼓山區,龍華段一小段,372,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,876.72,住商用,鋼筋混凝土造,5,950818,16,一層;二層;三層;四層;五層;屋頂突出物;,,,裕興路129巷18號,鼓山區,龍華段一小段,5580000,3139000,0302.頂樓加蓋
買賣,房地(土地+建物),2,1,,6,2,5,有,透天厝,"120,948,390",,,,無,1110829,,鼓山區,青海段,296.17,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,474.3,住家用,鋼筋混凝土造,5,1020821,9,一層;二層;三層;四層;五層;屋頂突出物;,,,美術南五街119號,鼓山區,青海段,3750000,11896000,
買賣,房地(土地+建物)+車位,1,1,8,,,,無,住宅大樓(11層含以上有電梯),"120,000,000",,,,有,1110919,本案標的(毛胚屋),鼓山區,龍中段,43.76,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,686.3,見其他登記事項,見其他登記事項,36,1041104,7,二十八層;,0,147.96,神農路89號二十八樓,鼓山區,龍中段,270000,6967000,
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"116,990,000",,,"3,400,000",有,1111026,,鼓山區,龍中段,23.31,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,337.45,見其他登記事項,見其他登記事項,36,1041104,7,一層;二層;,"3,400,000",19.19,龍文街79號,鼓山區,龍中段,270000,6972000,
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"110,950,000",,,"3,200,000",有,1111026,,鼓山區,龍中段,21.82,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,318.3,見其他登記事項,見其他登記事項,36,1041104,7,一層;二層;,"3,200,000",16.45,龍文街81號,鼓山區,龍中段,270000,6973000,
買賣,房地(土地+建物)+車位,1,1,3,,,,無,住宅大樓(11層含以上有電梯),"108,790,000",,,"8,800,000",有,1110921,,鼓山區,龍中段,33.84,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,579.5,見其他登記事項,見其他登記事項,36,1041104,7,六層;,0,54.83,神農路89號六樓,鼓山區,龍中段,270000,6945000,
買賣,房地(土地+建物),2,2,,8,4,2,有,透天厝,"89,443,200",,,,無,1091215,,鼓山區,內惟段二小段,616,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,191.66,住商用,加強磚造,2,641206,45,一層;二層;,,,內惟路339號,鼓山區,內惟段二小段,890000,373000,0401.未登記建物
買賣,房地(土地+建物)+車位,1,1,2,3,2,3,有,住宅大樓(11層含以上有電梯),"79,403,000",,,"4,000,000",有,1111125,附屬建物雨遮不計價雨遮不計價,鼓山區,龍水段一小段,44.97,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,463.47,見其他登記事項,見其他登記事項,26,1050330,7,十五層;,"4,000,000",29.44,中華一路866號十五樓,鼓山區,龍水段一小段,11860000,1083000,
買賣,房地(土地+建物)+車位,1,1,3,4,2,4,有,住宅大樓(11層含以上有電梯),"75,890,000",,,"6,400,000",有,1110629,,鼓山區,龍中段,33.32,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,523.69,見其他登記事項,見其他登記事項,28,1041013,7,二十四層;,"6,400,000",90.18,龍勝路279號二十四樓,鼓山區,龍中段,1310000,6843000,
買賣,房地(土地+建物),1,1,,6,2,5,有,透天厝,"70,000,000",,,,無,1110827,,鼓山區,青海段,204.88,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,465.05,住家用,鋼筋混凝土造,5,970909,14,一層;二層;三層;四層;五層;,,,美術南五街105號,鼓山區,青海段,3710003,9314000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,2,1,2,4,3,7,有,透天厝,"69,500,000",,,,有,1110601,,鼓山區,青海段,183.57,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,706.69,住家用,鋼筋混凝土造,5,970811,14,一層;二層;三層;四層;五層;屋頂突出物;地下一層;,0,25.82,美術南五街2號　,鼓山區,青海段,5390013,9301000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,6,2,5,有,透天厝,"57,200,000",,,,無,1111004,,鼓山區,青海段,195.13,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,510.3,住家用,鋼筋混凝土造,5,940908,17,一層;二層;三層;四層;五層;屋頂突出物;,,,美術南五街76號,鼓山區,青海段,5360002,3989000,0301.陽台外推0304.其他增建
買賣,土地,2,0,,,,,有,,"57,000,000",,,,無,1111115,成交總價新台幣5700萬元整(含土地成交價新台幣4700萬元整、未登記建物成交價新台幣1000萬元整),鼓山區,鼓中段三小段,254,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鼓中段三小段 731-0 地號,鼓山區,鼓中段三小段,7310000,,0401.未登記建物
買賣,房地(土地+建物)+車位,1,1,2,4,2,5,有,住宅大樓(11層含以上有電梯),"52,500,000",,,,有,1110812,,鼓山區,內惟段四小段,37.15,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,453.73,見其他登記事項,見其他登記事項,28,1050203,7,二十四層;,0,51.02,翠華路279號二十四樓,鼓山區,內惟段四小段,140000,1609000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,5,有,住宅大樓(11層含以上有電梯),"47,000,000",,,"5,200,000",有,1110818,,鼓山區,青海段,34.21,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,436.25,見其他登記事項,見其他登記事項,29,1071213,4,八層;,0,41.62,美術北五街86號八樓,鼓山區,青海段,610000,14841000,
買賣,土地,1,0,,,,,有,,"41,000,000",,,,無,1110929,,鼓山區,青海段,158.97,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,青海段 351-0 地號,鼓山區,青海段,3510000,,
買賣,房地(土地+建物),1,1,,2,2,3,有,住宅大樓(11層含以上有電梯),"39,800,000",,,,有,1110920,,鼓山區,內惟段四小段,34.46,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,422.33,見其他登記事項,見其他登記事項,28,1050203,7,十四層;,,,翠華路280號十四樓,鼓山區,內惟段四小段,140000,1646000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,住宅大樓(11層含以上有電梯),"39,600,000",,,,有,1110902,,鼓山區,青海段,31.88,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,352.84,住家用,鋼筋混凝土造,28,1030120,9,十二層;,0,55.7,青海路295號十二樓,鼓山區,青海段,4080000,12001000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"39,500,000",,,,有,1110916,,鼓山區,龍中段,26.5,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,330.46,住家用,鋼筋混凝土造,24,970709,14,十五層;,0,59.92,神農路197號十五樓,鼓山區,龍中段,860000,5003000,0101.裝潢費
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"38,800,000",,,,有,1111029,,鼓山區,龍中段,20.5,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,375.12,見其他登記事項,見其他登記事項,33,1070920,4,九層;,,,富農路326號九樓,鼓山區,龍中段,1200000,7086000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),2,1,,6,2,5,有,透天厝,"38,500,000",,,,無,1110812,,鼓山區,龍中段,148.26,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,327.69,住家用,鋼筋混凝土造,5,950922,16,一層;二層;三層;四層;五層;,,,裕國街211號,鼓山區,龍中段,2310006,4534000,0101.裝潢費0102.傢俱設備費0304.其他增建
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,住宅大樓(11層含以上有電梯),"38,000,000",,,,有,1110815,,鼓山區,青海段,22.03,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,302.25,見其他登記事項,見其他登記事項,29,1100430,1,五層;,0,40.38,美術南三路301號五樓,鼓山區,青海段,3550000,15255000,0101.裝潢費0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,3,,,,無,住宅大樓(11層含以上有電梯),"36,800,000",,,,有,1110726,,鼓山區,青海段,33.64,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,410.64,見其他登記事項,見其他登記事項,29,1050826,6,二十六層;,0,67.38,馬卡道路387號二十六樓,鼓山區,青海段,1140000,13873000,0505.毛胚屋
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"35,000,000",,,,有,1110828,,鼓山區,青海段,31.7,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,313.92,住家用,鋼筋混凝土造,24,1020805,9,二十一層;,0,37.54,美術東二路88號二十一樓,鼓山區,青海段,6590000,11941000,
買賣,房地(土地+建物)+車位,1,1,2,0,0,3,有,住宅大樓(11層含以上有電梯),"35,000,000",,,,有,1110930,,鼓山區,龍中段,24.08,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,420.66,見其他登記事項,見其他登記事項,38,1040915,7,十四層;,0,39.5,裕誠路1687號十四樓,鼓山區,龍中段,1330000,6505000,
買賣,房地(土地+建物)+車位,1,1,2,2,2,3,有,住宅大樓(11層含以上有電梯),"34,000,000",,,"4,000,000",有,1110916,,鼓山區,青海段,19.61,其他-特定第四種商業區,無使用分區資料,無土地編定使用地類別資料,342.48,見其他登記事項,見其他登記事項,29,1071018,4,二十九層;,"4,000,000",36.86,明誠四路29號二十九樓,鼓山區,青海段,2120000,14548000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,住宅大樓(11層含以上有電梯),"33,880,000",,,,有,1111101,,鼓山區,青海段,22.18,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,275.27,見其他登記事項,見其他登記事項,29,1071213,4,二十七層;,0,41.6,美術北五街90號二十七樓,鼓山區,青海段,610000,14914000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,3,2,3,有,住宅大樓(11層含以上有電梯),"32,700,000",,,,有,1110901,,鼓山區,龍中段,18.94,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,333.37,見其他登記事項,見其他登記事項,38,1040915,7,四層;,,,裕誠路1691號四樓,鼓山區,龍中段,1330000,6567000,0101.裝潢費
買賣,房地(土地+建物)+車位,1,1,2,4,2,3,有,住宅大樓(11層含以上有電梯),"32,300,000",,,,有,1111102,,鼓山區,龍中段,27.8,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,367.56,住家用,鋼筋混凝土造,24,970111,15,三層;,0,64.42,神農路151號三樓,鼓山區,龍中段,600000,4901000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,3,有,住宅大樓(11層含以上有電梯),"32,000,000",,,,有,1111020,"有拆價,建物價款新台幣1440萬元,土地價款1760萬元",鼓山區,龍中段,24.39,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,413.99,見其他登記事項,見其他登記事項,38,1040915,7,九層;,0,33.5,裕誠路1693號九樓,鼓山區,龍中段,1330000,6608000,
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"30,980,000",,,"2,500,000",有,1111006,,鼓山區,龍中段,24.08,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,420.66,見其他登記事項,見其他登記事項,38,1040915,7,四層;,0,39.52,裕誠路1687號四樓,鼓山區,龍中段,1330000,6495000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"30,600,000",,,,有,1110930,,鼓山區,青海段,26.52,其他-特定第四種商業區,無使用分區資料,無土地編定使用地類別資料,288.08,住家用,鋼筋混凝土造,22,950613,16,五層;,0,0,美術東五路172號五樓,鼓山區,青海段,2170000,6388000,0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"30,000,000",,,,有,1111019,,鼓山區,青海段,18.05,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,236.16,見其他登記事項,見其他登記事項,29,1100430,1,三層;,0,0,美術南三路315號三樓,鼓山區,青海段,3550000,15450000,
買賣,土地,2,0,,,,,有,,"29,600,000",,,,無,1111013,,鼓山區,鼓中段四小段,184.44,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鼓中段四小段 891-2 地號,鼓山區,鼓中段四小段,8910002,,0701.政府機關標讓售
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"29,580,000",,,,有,1111117,,鼓山區,龍中段,23.74,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,321.34,住家用,鋼筋混凝土造,24,970111,15,二十一層;,0,64.42,神農路155號二十一樓,鼓山區,龍中段,600000,4952000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"29,500,000",,,,有,1111105,,鼓山區,青海段,22.24,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,271.41,住家用,鋼筋混凝土造,27,1020301,10,十六層;,0,33.32,美術北五街29號十六樓,鼓山區,青海段,940000,11563000,
買賣,房地(土地+建物)+車位,2,1,2,3,2,3,有,住宅大樓(11層含以上有電梯),"29,300,000",,,,有,1110912,,鼓山區,鼓中段五小段,40.23,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,372.02,住家用,鋼筋混凝土造,19,1000120,12,十九層;,0,66.2,鼓山一路133巷8號十九樓,鼓山區,鼓中段五小段,3270000,1288000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"28,700,000",,,,有,1110907,"土地價格:1865萬元,建物價格:1005萬元",鼓山區,龍中段,29.45,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,348.8,商業用,鋼筋混凝土造,19,971104,14,十五層;,0,34.24,明誠三路679號十五樓,鼓山區,龍中段,1490000,5371000,0304.其他增建1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1101.交易標的含多棟(戶)建物，有個別交易價格，本申報書申報之主建號
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"28,600,000",,,,有,1111001,,鼓山區,青海段,19.85,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,238.41,見其他登記事項,見其他登記事項,29,1050120,7,十五層;,0,18.77,美術南三路317號十五樓,鼓山區,青海段,3550002,13581000,
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"28,480,000",,,"3,500,000",有,1110913,,鼓山區,內惟段四小段,36.49,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,254.8,見其他登記事項,見其他登記事項,15,1110728,0,一層;,0,45.46,西藏街28號,鼓山區,內惟段四小段,260000,1673000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"28,120,000",,,,有,1110804,,鼓山區,青海段,19.85,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,238.41,見其他登記事項,見其他登記事項,29,1050120,7,十五層;,0,18.77,美術南三路325號十五樓,鼓山區,青海段,3550002,13690000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"28,000,000",,,,有,1110922,,鼓山區,龍中段,23.78,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,146.4,商業用,鋼筋混凝土造,14,930513,18,一層;二層;,0,26.3,美術東三路2號,鼓山區,龍中段,1810000,227000,
買賣,土地,1,0,,,,,有,,"27,530,100",,,,無,1100519,本案只簽一份合約，其中一位已先行移轉，剩餘按其應有部分計算交易價格。,鼓山區,內惟段二小段,158,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,內惟段二小段 88-0 地號,鼓山區,內惟段二小段,880000,,0401.未登記建物
買賣,土地,4,0,,,,,有,,"27,200,000",,,,無,1110613,含鼓中段一小段731地號土地價格10萬元,鼓山區,鼓中段一小段,191,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鼓中段一小段 718-0 地號,鼓山區,鼓中段一小段,7180000,,0401.未登記建物
